target_id,target_name,similar_id,similar_name,overall_score,contour_score,iou_score,radial_score,geometric_score
2,ivysaur,138,omanyte,0.8194983066696273,0.825853022970596,0.7128840186733011,0.9711336535141767,0.8106516117656312
2,ivysaur,45,vileplume,0.8157454686707998,0.7909463683262341,0.7106128550074738,0.9727346813995287,0.9163612855815829
2,ivysaur,33,nidorino,0.8135826176050025,0.8550122862782784,0.6424982701043954,0.9722179991639227,0.8438462222958797
2,ivysaur,44,gloom,0.8117082925444671,0.8497382241059207,0.6526545908806995,0.9607924546789854,0.8385813470209182
2,ivysaur,57,primeape,0.8066602801467058,0.8178664499258416,0.642210691444431,0.9721879281953075,0.924129071039783
2,ivysaur,115,kangaskhan,0.8066555769362725,0.7811823546938,0.6914703631261162,0.9505219230003403,0.9663714152084956
2,ivysaur,37,vulpix,0.8009894318022369,0.760851739752656,0.7114876231675078,0.9354205964116925,0.9611832966858372
2,ivysaur,20,raticate,0.7966335823283675,0.8022527191287068,0.6528034971615919,0.9737283829680651,0.8514576893479416
2,ivysaur,87,dewgong,0.7941530477548824,0.8011890768300753,0.6323724034754589,0.9438623503643921,0.9519322590733611
2,ivysaur,28,sandslash,0.7873879945790352,0.8105201451843098,0.6063629746451534,0.970644210953363,0.8714220192109258
2,ivysaur,129,magikarp,0.7872972646751561,0.8304612987206076,0.6037392138063279,0.9600887678282608,0.819732274793625
2,ivysaur,12,butterfree,0.7816612516986263,0.7236514782588637,0.671577321357057,0.965691283761888,0.9758920723558608
2,ivysaur,102,exeggcute,0.7816462611379802,0.7753581693237824,0.6644390258586953,0.9568191014619256,0.808074653584735
2,ivysaur,137,porygon,0.7814367712891711,0.7575245570103945,0.660820443051078,0.9599726315258799,0.8818628926451396
2,ivysaur,96,drowzee,0.7814070357849342,0.7623588254276793,0.6803609666564698,0.9567815899740265,0.809988976221162
2,ivysaur,27,sandshrew,0.7811715279838851,0.7534192437639372,0.6718408782388007,0.9695762397337607,0.8433631905991777
2,ivysaur,136,flareon,0.7721843976964018,0.7189070335463775,0.6832520525958392,0.9483074700086018,0.8998447449737862
2,ivysaur,34,nidoking,0.7682968114538361,0.7609943971419847,0.6167773083886542,0.9677485915634367,0.8531614176775857
2,ivysaur,47,parasect,0.7673169294957549,0.7265452949543281,0.6362592385383233,0.9595351355739458,0.9391401283773748
